Time,LC5
18.84210385,-1.157050938
18.89473542,0.667465313
18.947367,-0.852964894
18.99999857,0.515422293
19.05263015,0.971551352
19.10526172,-1.309093958
19.1578933,-1.309093958
19.21052487,1.123594377
19.26315645,-1.461136978
19.31578802,1.731766456
19.3684196,-2.221352081
19.42105117,-0.548878855
19.47368275,-2.525438121
19.52631432,-0.548878855
19.5789459,-3.285653229
19.63157747,0.819508333
19.68420905,-1.765223017
19.73684062,-1.461136978
19.7894722,-0.700921874
19.84210377,1.123594377
19.89473535,-1.461136978
19.94736692,1.123594377
19.9999985,-1.157050938
20.05263007,2.644024584
20.10526165,-3.437696249
20.15789322,1.123594377
20.2105248,-0.700921874
20.26315637,-1.005007914
20.31578795,-2.373395101
20.36841952,0.819508333
20.4210511,0.819508333
20.47368267,1.275637396
20.52631425,0.211336249
20.57894582,-0.092749791
20.6315774,-1.157050938
20.68420897,0.819508333
20.73684055,-2.221352081
20.78947212,0.059293229
20.8421037,-0.548878855
20.89473527,0.211336249
20.94736685,0.667465313
20.99999842,0.819508333
21.05263,2.339938539
21.10526157,-2.221352081
21.15789315,-2.829524165
21.21052472,0.667465313
21.2631563,-0.244792811
21.31578787,2.0358525
21.36841945,-0.39683583
21.42105102,-0.244792811
21.4736826,0.363379273
21.52631417,-0.244792811
21.57894575,-1.157050938
21.63157732,0.059293229
21.6842089,-0.548878855
21.73684047,4.012411771
21.78947205,0.059293229
21.84210362,0.059293229
21.8947352,-0.700921874
21.94736677,-2.677481145
21.99999835,0.515422293
22.05262992,-1.613179998
22.1052615,-0.092749791
22.15789307,-1.005007914
22.21052465,-1.613179998
22.26315622,2.491981564
22.3157878,0.059293229
22.36841937,1.427680416
22.42105095,1.275637396
22.47368252,-2.069309062
22.5263141,-2.221352081
22.57894567,0.515422293
22.63157725,-1.005007914
22.68420882,1.731766456
22.7368404,0.515422293
22.78947197,-0.39683583
22.84210355,0.515422293
22.89473512,-1.765223017
22.9473667,1.275637396
22.99999827,-0.548878855
23.05262985,-1.157050938
23.10526142,-0.39683583
23.157893,0.059293229
23.21052457,1.88380948
23.26315615,-0.39683583
23.31578772,-0.700921874
23.3684193,-0.39683583
23.42105087,-0.244792811
23.47368245,-0.39683583
23.52631402,-1.613179998
23.5789456,-0.548878855
23.63157717,-3.741782288
23.68420875,-1.613179998
23.73684032,2.18789552
23.7894719,0.059293229
23.84210347,1.123594377
23.89473505,0.211336249
23.94736662,-0.548878855
23.9999982,-0.092749791
24.05262977,-0.548878855
24.10526135,-1.005007914
24.15789292,1.88380948
24.2105245,-2.373395101
24.26315607,1.275637396
24.31578765,-0.244792811
24.36841922,2.339938539
24.4210508,0.363379273
24.47368237,-0.548878855
24.52631395,-1.005007914
24.57894552,0.363379273
24.6315771,0.819508333
24.68420867,-0.548878855
24.73684025,-0.39683583
24.78947182,-1.461136978
24.8421034,-0.700921874
24.89473497,1.731766456
24.94736655,-0.700921874
24.99999812,3.404239687
25.0526297,-2.069309062
25.10526127,1.427680416
25.15789285,2.0358525
25.21052442,0.363379273
25.263156,-3.285653229
25.31578757,1.579723436
25.36841915,-0.548878855
25.42105072,2.18789552
25.4736823,0.363379273
25.52631387,0.363379273
25.57894545,-0.092749791
25.63157702,0.363379273
25.6842086,-2.525438121
25.73684017,1.123594377
25.78947175,-1.613179998
25.84210332,3.100153643
25.8947349,-0.700921874
25.94736647,0.819508333
25.99999805,2.0358525
26.05262962,-1.309093958
26.1052612,0.515422293
26.15789277,3.708325727
26.21052435,0.667465313
26.26315592,1.88380948
26.3157875,-1.461136978
26.36841907,1.427680416
26.42105065,0.059293229
26.47368222,-0.548878855
26.5263138,-0.244792811
26.57894537,2.948110623
26.63157695,0.059293229
26.68420852,1.427680416
26.7368401,1.427680416
26.78947167,0.059293229
26.84210325,2.339938539
26.89473482,1.427680416
26.9473664,-0.852964894
26.99999797,0.819508333
27.05262955,-0.852964894
27.10526112,-1.765223017
27.1578927,0.211336249
27.21052427,-0.092749791
27.26315585,-0.548878855
27.31578742,1.275637396
27.368419,-1.461136978
27.42105057,0.059293229
27.47368215,-2.373395101
27.52631372,4.164454791
27.5789453,-2.525438121
27.63157687,-1.917266042
27.68420845,-1.309093958
27.73684002,0.211336249
27.7894716,-0.700921874
27.84210317,0.363379273
27.89473475,-0.39683583
27.94736632,-0.39683583
27.9999979,0.211336249
28.05262947,-1.309093958
28.10526105,-2.829524165
28.15789262,-0.39683583
28.2105242,-2.069309062
28.26315577,-1.157050938
28.31578735,-0.852964894
28.36841892,-2.829524165
28.4210505,0.363379273
28.47368207,-0.244792811
28.52631365,-1.461136978
28.57894522,-0.700921874
28.6315768,-0.852964894
28.68420837,-0.092749791
28.73683995,-0.852964894
28.78947152,-1.309093958
28.8421031,-2.221352081
28.89473467,-2.677481145
28.94736625,-1.613179998
28.99999782,-3.437696249
29.0526294,-2.373395101
29.10526097,-2.373395101
29.15789255,-1.765223017
29.21052412,0.819508333
29.2631557,-1.157050938
29.31578727,-1.005007914
29.36841885,0.363379273
29.42105042,2.796067603
29.473682,0.211336249
29.52631357,-2.069309062
29.57894515,0.059293229
29.63157672,0.059293229
29.6842083,0.971551352
29.73683987,-0.092749791
29.78947145,-1.765223017
29.84210302,-1.917266042
29.8947346,1.88380948
29.94736617,-2.221352081
29.99999775,-1.005007914
30.05262932,-2.373395101
30.1052609,-1.005007914
30.15789247,1.427680416
30.21052405,-0.39683583
30.26315562,-1.157050938
30.3157872,0.819508333
30.36841877,-1.309093958
30.42105035,-0.244792811
30.47368192,-2.525438121
30.5263135,-0.852964894
30.57894507,-1.613179998
30.63157665,-0.548878855
30.68420822,-2.373395101
30.7368398,-2.221352081
30.78947137,-2.069309062
30.84210295,-0.244792811
30.89473452,-0.548878855
30.9473661,-0.092749791
30.99999767,-2.829524165
31.05262925,-0.700921874
31.10526082,-1.309093958
31.1578924,1.88380948
31.21052397,0.515422293
31.26315555,-0.39683583
31.31578712,-0.244792811
31.3684187,-3.285653229
31.42105027,-2.069309062
31.47368185,-1.461136978
31.52631342,0.667465313
31.578945,0.059293229
31.63157657,-1.613179998
31.68420815,0.363379273
31.73683972,-2.069309062
31.7894713,-0.700921874
31.84210287,-1.005007914
31.89473445,-1.005007914
31.94736602,-1.613179998
31.9999976,-0.700921874
32.05262917,-0.852964894
32.10526075,-0.548878855
32.15789232,-1.917266042
32.2105239,-1.005007914
32.26315547,0.363379273
32.31578705,-2.221352081
32.36841862,-1.005007914
32.4210502,-0.092749791
32.47368177,-2.221352081
32.52631335,-1.157050938
32.57894492,-0.548878855
32.6315765,0.059293229
32.68420807,-1.157050938
32.73683965,-1.917266042
32.78947122,-1.461136978
32.8421028,1.275637396
32.89473437,-1.613179998
32.94736595,-1.461136978
32.99999752,0.363379273
33.0526291,-1.005007914
33.10526067,-1.461136978
33.15789225,0.211336249
33.21052382,-0.852964894
33.2631554,0.515422293
33.31578697,-4.045868332
33.36841855,0.363379273
33.42105012,-2.221352081
33.4736817,0.667465313
33.52631327,1.731766456
33.57894485,-1.917266042
33.63157642,-3.285653229
33.684208,0.059293229
33.73683957,-3.285653229
33.78947115,1.275637396
33.84210272,-1.157050938
33.8947343,-2.525438121
33.94736587,-0.700921874
33.99999745,-1.157050938
34.05262902,-0.700921874
34.1052606,0.211336249
34.15789217,-1.765223017
34.21052375,-2.221352081
34.26315532,-0.548878855
34.3157869,0.059293229
34.36841847,0.819508333
34.42105005,-0.244792811
34.47368162,-2.677481145
34.5263132,-0.39683583
34.57894477,-1.765223017
34.63157635,0.819508333
34.68420792,-2.525438121
34.7368395,1.123594377
34.78947107,-0.852964894
34.84210265,-1.461136978
34.89473422,-0.39683583
34.9473658,-2.677481145
34.99999737,-0.244792811
35.05262895,-1.765223017
35.10526052,-1.765223017
35.1578921,-1.157050938
35.21052367,-2.069309062
35.26315525,-0.700921874
35.31578682,-0.700921874
35.3684184,0.363379273
35.42104997,-1.461136978
35.47368155,0.211336249
35.52631312,-0.548878855
35.5789447,-1.157050938
35.63157627,-1.157050938
35.68420785,0.515422293
35.73683942,-1.461136978
35.789471,-0.700921874
35.84210257,-1.917266042
35.89473415,-2.069309062
35.94736572,-0.852964894
35.9999973,-2.677481145
36.05262887,-5.566298539
36.10526045,-1.613179998
36.15789202,-3.285653229
36.2105236,-2.221352081
36.26315517,-1.765223017
36.31578675,-0.39683583
36.36841832,-3.589739269
36.4210499,-2.221352081
36.47368147,-0.39683583
36.52631305,-1.005007914
36.57894462,-2.829524165
36.6315762,0.363379273
36.68420777,0.515422293
36.73683935,-1.157050938
36.78947092,-2.221352081
36.8421025,-0.092749791
36.89473407,-0.700921874
36.94736565,2.339938539
36.99999722,-0.39683583
37.0526288,-0.092749791
37.10526037,-1.005007914
37.15789195,-0.548878855
37.21052352,-3.893825308
37.2631551,0.363379273
37.31578667,-2.069309062
37.36841825,-0.244792811
37.42104982,-2.829524165
37.4736814,-0.548878855
37.52631297,-1.613179998
37.57894455,-1.157050938
37.63157612,-2.221352081
37.6842077,-1.157050938
37.73683927,0.971551352
37.78947085,0.667465313
37.84210242,-2.829524165
37.894734,-1.917266042
37.94736557,-1.157050938
37.99999715,0.515422293
38.05262872,-0.244792811
38.1052603,0.515422293
38.15789187,-1.309093958
38.21052345,0.363379273
38.26315502,-0.852964894
38.3157866,-1.765223017
38.36841817,-2.677481145
38.42104975,-2.373395101
38.47368132,-1.765223017
38.5263129,1.579723436
38.57894447,-1.461136978
38.63157605,-0.548878855
38.68420762,-1.461136978
38.7368392,0.059293229
38.78947077,-3.285653229
38.84210235,-1.157050938
38.89473392,-1.157050938
38.9473655,-0.39683583
38.99999707,-2.829524165
39.05262865,-3.133610205
39.10526022,-2.829524165
39.1578918,-0.852964894
39.21052337,-2.829524165
39.26315495,-3.437696249
39.31578652,-1.765223017
39.3684181,-0.852964894
39.42104967,-3.437696249
39.47368125,1.579723436
39.52631282,-4.197911352
39.5789444,-2.069309062
39.63157597,-1.157050938
39.68420755,-2.069309062
39.73683912,-1.461136978
39.7894707,-1.005007914
39.84210227,-1.005007914
39.89473385,-0.700921874
39.94736542,-2.525438121
39.999997,-1.613179998
40.05262857,-1.765223017
40.10526015,-0.700921874
40.15789172,-5.718341559
40.2105233,-1.613179998
40.26315487,-3.589739269
40.31578645,-3.589739269
40.36841802,-2.373395101
40.4210496,-1.765223017
40.47368117,-2.525438121
40.52631275,0.819508333
40.57894432,-3.589739269
40.6315759,-0.852964894
40.68420747,-2.981567185
40.73683905,-2.221352081
40.78947062,-1.917266042
40.8421022,-1.613179998
40.89473377,-2.069309062
40.94736535,-3.437696249
40.99999692,-2.677481145
41.0526285,-2.069309062
41.10526007,-2.221352081
41.15789165,-1.613179998
41.21052322,-0.548878855
41.2631548,0.211336249
41.31578637,-3.437696249
41.36841795,-1.917266042
41.42104952,-2.221352081
41.4736811,-2.373395101
41.52631267,-2.221352081
41.57894425,0.667465313
41.63157582,-3.285653229
41.6842074,0.515422293
41.73683897,-2.525438121
41.78947055,-0.852964894
41.84210212,-3.589739269
41.8947337,-1.309093958
41.94736527,-0.548878855
41.99999685,1.88380948
42.05262842,-1.157050938
42.10526,0.819508333
42.15789157,-1.157050938
42.21052315,0.059293229
42.26315472,-3.741782288
42.3157863,-0.548878855
42.36841787,-1.765223017
42.42104945,0.667465313
42.47368102,0.515422293
42.5263126,-1.917266042
42.57894417,1.275637396
42.63157575,1.123594377
42.68420732,-1.613179998
42.7368389,1.123594377
42.78947047,-4.501997392
42.84210205,0.819508333
42.89473362,-0.548878855
42.9473652,0.971551352
42.99999677,-0.39683583
43.05262835,1.275637396
43.10525992,0.059293229
43.1578915,-1.157050938
43.21052307,-0.852964894
43.26315465,1.88380948
43.31578622,-1.917266042
43.3684178,-0.852964894
43.42104937,-2.677481145
43.47368095,-0.700921874
43.52631252,-2.829524165
43.5789441,-0.548878855
43.63157567,-0.244792811
43.68420725,-1.309093958
43.73683882,-3.133610205
43.7894704,-1.309093958
43.84210197,-0.700921874
43.89473355,-0.700921874
43.94736512,-2.373395101
43.9999967,-1.765223017
44.05262827,0.515422293
44.10525985,2.339938539
44.15789142,-2.525438121
44.210523,2.339938539
44.26315457,-3.893825308
44.31578615,0.211336249
44.36841772,-2.677481145
44.4210493,-0.548878855
44.47368087,0.515422293
44.52631245,0.211336249
44.57894402,-0.092749791
44.6315756,1.88380948
44.68420717,-1.157050938
44.73683875,-2.221352081
44.78947032,-2.981567185
44.8421019,-0.39683583
44.89473347,-1.157050938
44.94736505,-1.765223017
44.99999662,-1.613179998
45.0526282,-1.157050938
45.10525977,-2.373395101
45.15789135,0.211336249
45.21052292,-2.981567185
45.2631545,2.0358525
45.31578607,-4.197911352
45.36841765,-1.005007914
45.42104922,-1.461136978
45.4736808,0.211336249
45.52631237,0.211336249
45.57894395,1.275637396
45.63157552,-1.765223017
45.6842071,0.667465313
45.73683867,0.059293229
45.78947025,-0.548878855
45.84210182,-4.197911352
45.8947334,-1.461136978
45.94736497,-1.613179998
45.99999655,-1.613179998
46.05262812,-3.741782288
46.1052597,-1.157050938
46.15789127,-0.852964894
46.21052285,0.059293229
46.26315442,-2.829524165
46.315786,2.948110623
46.36841757,-2.677481145
46.42104915,0.819508333
46.47368072,-1.005007914
46.5263123,-0.092749791
46.57894387,-0.700921874
46.63157545,-0.39683583
46.68420702,-1.765223017
46.7368386,-0.39683583
46.78947017,-1.613179998
46.84210175,-2.069309062
46.89473332,-0.548878855
46.9473649,-0.852964894
46.99999647,1.275637396
47.05262805,0.363379273
47.10525962,-0.39683583
47.1578912,-1.309093958
47.21052277,1.275637396
47.26315435,-1.005007914
47.31578592,-1.157050938
47.3684175,-2.677481145
47.42104907,-1.461136978
47.47368065,-2.525438121
47.52631222,-0.548878855
47.5789438,-2.525438121
47.63157537,-2.677481145
47.68420695,-1.157050938
47.73683852,-0.548878855
47.7894701,-0.852964894
47.84210167,-2.221352081
47.89473325,-0.548878855
47.94736482,-3.741782288
47.9999964,-2.221352081
48.05262797,-2.981567185
48.10525955,0.819508333
48.15789112,-0.244792811
48.2105227,-1.917266042
48.26315427,-3.285653229
48.31578585,-0.852964894
48.36841742,-1.309093958
48.421049,-2.829524165
48.47368057,-2.525438121
48.52631215,0.211336249
48.57894372,1.427680416
48.6315753,-1.613179998
48.68420687,-1.765223017
48.73683845,-2.069309062
48.78947002,-1.309093958
48.8421016,-0.852964894
48.89473317,0.363379273
48.94736475,-0.548878855
48.99999632,-1.461136978
49.0526279,-1.765223017
49.10525947,-1.765223017
49.15789105,0.059293229
49.21052262,-1.157050938
49.2631542,-1.309093958
49.31578577,-2.373395101
49.36841735,-0.092749791
49.42104892,-4.654040412
49.4736805,-0.700921874
49.52631207,-0.852964894
49.57894365,-1.461136978
49.63157522,-1.765223017
49.6842068,0.363379273
49.73683837,-1.005007914
49.78946995,0.211336249
49.84210152,-2.829524165
49.8947331,-1.157050938
49.94736467,-0.700921874
49.99999625,-1.157050938
50.05262782,-2.373395101
50.1052594,0.059293229
50.15789097,-4.045868332
50.21052255,0.667465313
50.26315412,-1.765223017
50.3157857,-1.613179998
50.36841727,0.819508333
50.42104885,0.971551352
50.47368042,-1.613179998
50.526312,0.363379273
50.57894357,-4.045868332
50.63157515,-1.613179998
50.68420672,-0.092749791
50.7368383,0.363379273
50.78946987,-0.548878855
50.84210145,-0.852964894
50.89473302,-2.525438121
50.9473646,0.819508333
50.99999617,-1.917266042
51.05262775,0.211336249
51.10525932,-2.829524165
51.1578909,0.819508333
51.21052247,-1.005007914
51.26315405,-1.005007914
51.31578562,-2.069309062
51.3684172,0.211336249
51.42104877,-2.677481145
51.47368035,-1.461136978
51.52631192,-1.157050938
51.5789435,-1.157050938
51.63157507,0.363379273
51.68420665,2.796067603
51.73683822,-2.373395101
51.7894698,-1.613179998
51.84210137,-2.981567185
51.89473295,-1.917266042
51.94736452,0.667465313
51.9999961,-1.613179998
52.05262767,-3.133610205
52.10525925,0.819508333
52.15789082,-1.309093958
52.2105224,-2.525438121
52.26315397,-4.958126456
52.31578555,-0.548878855
52.36841712,0.971551352
52.4210487,-0.39683583
52.47368027,-2.677481145
52.52631185,-0.700921874
52.57894342,-2.981567185
52.631575,-0.244792811
52.68420657,-2.221352081
52.73683815,-5.566298539
52.78946972,-0.700921874
52.8421013,-1.157050938
52.89473287,-0.548878855
52.94736445,-3.437696249
52.99999602,0.363379273
53.0526276,-0.39683583
53.10525917,-2.069309062
53.15789075,-2.525438121
53.21052232,-3.741782288
53.2631539,-1.461136978
53.31578547,-3.437696249
53.36841705,-1.461136978
53.42104862,-2.981567185
53.4736802,-1.613179998
53.52631177,-3.285653229
53.57894335,-2.069309062
53.63157492,-2.829524165
53.6842065,-1.461136978
53.73683807,-1.765223017
53.78946965,-3.133610205
53.84210122,-1.917266042
53.8947328,-2.069309062
53.94736437,-2.221352081
53.99999595,-3.893825308
54.05262752,-2.069309062
54.1052591,0.363379273
54.15789067,-1.005007914
54.21052225,-1.613179998
54.26315382,-2.373395101
54.3157854,-0.852964894
54.36841697,-0.700921874
54.42104855,-4.349954372
54.47368012,-3.133610205
54.5263117,-3.437696249
54.57894327,-2.221352081
54.63157485,-1.005007914
54.68420642,-4.197911352
54.736838,-1.157050938
54.78946957,-4.045868332
54.84210115,-1.005007914
54.89473272,-0.244792811
54.9473643,-2.677481145
54.99999587,-2.373395101
55.05262745,-1.005007914
55.10525902,0.211336249
55.1578906,-3.133610205
55.21052217,-3.285653229
55.26315375,-3.285653229
55.31578532,-3.285653229
55.3684169,0.515422293
55.42104847,-4.958126456
55.47368005,-1.917266042
55.52631162,-4.501997392
55.5789432,-5.870384579
55.63157477,-2.221352081
55.68420635,-1.461136978
55.73683792,-5.110169475
55.7894695,-3.741782288
55.84210107,-1.005007914
55.89473265,-2.373395101
55.94736422,-1.461136978
55.9999958,-1.005007914
56.05262737,-2.829524165
56.10525895,-1.765223017
56.15789052,-3.741782288
56.2105221,-2.677481145
56.26315367,-3.285653229
56.31578525,-1.005007914
56.36841682,-2.221352081
56.4210484,0.515422293
56.47367997,-2.829524165
56.52631155,-2.677481145
56.57894312,-0.092749791
56.6315747,1.579723436
56.68420627,-0.852964894
56.73683785,-2.981567185
56.78946942,-1.917266042
56.842101,-1.005007914
56.89473257,-1.005007914
56.94736415,-3.437696249
56.99999572,-1.309093958
57.0526273,-0.244792811
57.10525887,-0.092749791
57.15789045,-4.501997392
57.21052202,-2.221352081
57.2631536,-1.309093958
57.31578517,-2.525438121
57.36841675,0.211336249
57.42104832,-1.765223017
57.4736799,-1.765223017
57.52631147,-1.461136978
57.57894305,-1.309093958
57.63157462,-1.461136978
57.6842062,-2.677481145
57.73683777,-1.005007914
57.78946935,-3.893825308
57.84210092,0.211336249
57.8947325,-2.677481145
57.94736407,-3.437696249
57.99999565,-1.917266042
58.05262722,-1.765223017
58.1052588,-2.069309062
58.15789037,-1.917266042
58.21052195,-2.221352081
